Protein IDs	Peptides	Unique peptides	Score	Intensity	Intensity P1_GLU	Intensity P10_FOS	Intensity P11_CYC	Intensity P12_GLU	Intensity P13_PBS	Intensity P14_CYC	Intensity P2_GLU	Intensity P3_PBS	Intensity P4_BAS1	Intensity P5_CYC	Intensity P6_FOS	Intensity P7_FOS	Intensity P8_PBS	Intensity P9_BAS2	Only identified by site	Reverse	Potential contaminant	id
MH0307_GL0180435;O2.UC50-0_GL0157610;MH0077_GL0070613;MH0150_GL0155995;O2.UC31-1_GL0023520;MH0172_GL0032525;MH0351_GL0023336;V1.CD55-0_GL0244772;MH0126_GL0015707;MH0333_GL0027660;N047A_GL0010634;O2.UC20-2_GL0138233;MH0392_GL0008440;MH0147_GL0149595;O2.UC27-1_GL0003011;V1.CD17-0_GL0066447;O2.CD2-0-PT_GL0061474;MH0369_GL0061051;MH0246_GL0136044;MH0155_GL0020269;DOM024_GL0024702;T2D-59A_GL0184687;MH0234_GL0145639;MH0442_GL0264877;MH0395_GL0199504;V1.UC2-4_GL0074466;V1.UC31-4_GL0091752;MH0338_GL0023710;T2D-140A_GL0010497;O2.UC46-1_GL0029502;NOM002_GL0024024;N088A_GL0044756;MH0144_GL0156595;MH0257_GL0115102;V1.UC45-0_GL0095672;V1.FI32_GL0247292;MH0040_GL0049362;BGI003A_GL0096582;MH0398_GL0109273;MH0358_GL0099898;MH0002_GL0058750;NOM002_GL0066338;V1.UC49-1_GL0089030;MH0318_GL0152044;N082A_GL0086527;DLF005_GL0024773;DLF010_GL0041543;MH0115_GL0052895;MH0184_GL0048413;MH0350_GL0080165;MH0113_GL0039604;V1.CD32-4_GL0097741;MH0345_GL0143624;DOM010_GL0064453;MH0206_GL0235428;V1.CD54-0_GL0055720;MH0436_GL0130233;MH0428_GL0040604;MH0006_GL0127284;MH0124_GL0083073;MH0446_GL0026398;MH0006_GL0198438;MH0247_GL0161510;MH0457_GL0167533;O2.UC46-0_GL0068223;MH0239_GL0154331;MH0203_GL0134839;V1.UC11-0_GL0042351;T2D-83A_GL0021523;MH0050_GL0046822;MH0462_GL0182505;MH0020_GL0049128;MH0012_GL0128399;DLM014_GL0016477;O2.UC58-2_GL0079412;MH0389_GL0115471;MH0189_GL0012670;O2.UC60-2_GL0015053;V1.FI09_GL0016081;MH0172_GL0075978;MH0200_GL0120971;V1.UC50-1_GL0026870;T2D-45A_GL0103093	6	2	19.294	758370000	47566000	37226000	80505000	32538000	48096000	48019000	42583000	49426000	76323000	67829000	61902000	32547000	47615000	86191000				3991
MH0307_GL0193638;MH0211_GL0067534;O2.UC11-2_GL0125169;MH0239_GL0071083;MH0147_GL0128066;NOM009_GL0010839;V1.CD54-0_GL0087607;553973.CLOHYLEM_04380;V1.FI34_GL0165558;V1.FI18_GL0114545	11	0	2.0215	98745000	6025300	21567000	17675000	0	12626000	14152000	0	0	0	0	14455000	0	12245000	0				3992
MH0307_GL0210603	2	1	3.5963	63670000	0	0	0	8129400	0	0	0	0	0	31601000	0	3782000	20158000	0				3993
MH0308_GL0007339	3	1	13.661	544900000	36018000	63644000	57831000	0	44212000	48705000	41565000	28636000	32110000	27597000	66318000	36824000	38086000	23354000				3994
MH0308_GL0009197;V1.UC50-1_GL0161848	8	0	1.5491	33178000	3484400	0	0	6098600	0	0	0	0	10068000	0	7524400	6002400	0	0				3995
MH0308_GL0016364	10	0	69.274	253250000	0	14520000	39367000	0	40721000	50531000	0	43690000	12029000	0	16842000	0	29265000	6279600				3996
MH0308_GL0027510	12	0	27.822	928070000	64741000	81278000	85255000	53773000	103570000	18798000	50131000	106000000	7622700	91379000	79448000	65168000	113220000	7688500				3997
MH0308_GL0037558	4	0	3.5064	50370000	0	0	0	0	0	10794000	0	6396200	4602100	0	10778000	4641500	0	13159000				3998
MH0308_GL0055258	3	1	18.137	591030000	34420000	47705000	42500000	28910000	50331000	38826000	32164000	50722000	19428000	43631000	59745000	69618000	56782000	16250000				3999
MH0308_GL0082414;O2.UC47-2_GL0034007	11	0	8.3589	97388000	0	0	0	3742600	9154600	5571000	3831300	3564400	28326000	8901300	0	1638600	7476500	25182000				4000
MH0308_GL0082660;MH0212_GL0142305;MH0442_GL0054721	8	0	1.6747	237050000	12654000	19364000	22189000	0	16323000	19441000	10834000	19931000	16855000	20573000	22344000	20708000	16994000	18844000				4001
MH0308_GL0099866;O2.CD1-0_GL0060826;T2D-61A_GL0003405;MH0372_GL0063591;V1.FI17_GL0132789;MH0372_GL0095058;V1.UC26-4_GL0061966;T2D-2A_GL0030033;MH0188_GL0063165;V1.UC55-0_GL0165429;MH0390_GL0089611;V1.FI27_GL0011604;V1.CD10-0_GL0019675;MH0382_GL0001480;MH0419_GL0014688	20	0	2.1943	90572000	0	0	17975000	0	21038000	14141000	0	19704000	0	0	0	0	17715000	0				4002
MH0308_GL0114835	10	0	3.8067	1114900000	4449200	9650300	249260000	0	156120000	80938000	9613800	174300000	7297900	195050000	0	11626000	216590000	0				4003
V1.FI19_GL0079989;MH0308_GL0144670	1	1	1.7974	74489000	11668000	13749000	0	11329000	0	0	10292000	0	0	0	11827000	15623000	0	0				4004
MH0308_GL0155807	2	2	4.9579	303040000	46975000	14244000	13911000	49692000	12726000	10511000	42310000	14223000	12632000	11005000	20211000	22445000	21492000	10658000				4005
MH0308_GL0190796;O2.UC48-0_GL0234512;V1.FI18_GL0064239;O2.UC19-1_GL0027615;O2.UC15-1_GL0137086;V1.CD54-0_GL0078794;V1.CD3-0-PN_GL0030900;V1.CD12-3_GL0093192;MH0239_GL0067417;O2.UC8-1_GL0178591;MH0333_GL0008223;V1.UC50-1_GL0020739	4	0	4.1641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				4006
MH0309_GL0006880	6	1	2.4878	1802600000	196340000	147240000	181570000	265700000	184600000	17221000	170070000	30395000	9288600	157600000	161410000	168520000	0	112630000				4007
MH0309_GL0017860;V1.UC58-4_GL0111064;T2D-11A_GL0006813;MH0148_GL0065821;MH0454_GL0213361;MH0313_GL0056406	3	1	3.3746	81248000	0	0	20627000	0	18264000	22514000	0	0	0	19843000	0	0	0	0				4008
MH0309_GL0055169;MH0113_GL0039803;MH0010_GL0006770;MH0092_GL0046786;MH0408_GL0240457;O2.CD3-0-PT_GL0162053;MH0253_GL0180309;V1.UC47-4_GL0074486;MH0313_GL0123771	4	3	9.9195	463150000	22427000	33535000	15558000	7938400	17647000	0	21210000	3740000	143200000	0	40839000	31223000	0	125830000				4009
MH0309_GL0058416;MH0124_GL0092982	4	1	2.7623	119810000	0	16489000	0	0	0	0	0	0	0	23933000	37010000	16901000	17632000	7843200				4010
MH0309_GL0073163	11	0	2.0963	79738000	36257000	0	0	26356000	9998900	0	0	0	7126200	0	0	0	0	0				4011
MH0309_GL0101835	13	0	3.4536	104510000	4038600	0	0	0	0	7133700	0	0	41184000	0	8303200	4402900	0	39447000				4012
MH0309_GL0136329;MH0415_GL0095646;MH0096_GL0072581	7	0	4.6921	123280000	0	10428000	18806000	0	0	0	0	16812000	0	19345000	17424000	21502000	18959000	0				4013
MH0309_GL0141986	2	1	77.956	2558700000	338740000	138320000	183510000	380980000	250180000	0	264440000	250600000	0	0	138460000	220800000	267920000	124770000				4014
MH0309_GL0144925	6	0	4.8608	156080000	5147300	14048000	25761000	0	20071000	21222000	0	17580000	0	22603000	0	9540400	20106000	0				4015
MH0309_GL0162377	2	1	2.141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				4016
MH0309_GL0173294;MH0415_GL0085428;V1.CD54-0_GL0084929;MH0145_GL0134096;MH0204_GL0192099;MH0143_GL0101496	5	1	3.9005	234200000	19589000	38842000	5257200	17686000	5754500	7051100	23172000	4928100	4417900	6479900	45632000	41682000	5747100	7958100				4017
MH0310_GL0096639;O2.UC44-2_GL0023697;MH0212_GL0082110;MH0006_GL0132112;NOM018_GL0059618;MH0437_GL0168054;MH0158_GL0048519;V1.FI14_GL0059612;MH0131_GL0113527;MH0253_GL0100814;MH0193_GL0170834;MH0193_GL0160865;MH0038_GL0059879;MH0385_GL0063256;MH0297_GL0007278;MH0134_GL0024486;MH0006_GL0012235;DOM015_GL0010462;BGI-27A_GL0088405;MH0019_GL0003867;V1.UC47-4_GL0165043;MH0385_GL0149761;MH0006_GL0111453;N034A_GL0035836	4	3	9.8427	27344000	0	0	0	2812700	0	0	0	0	8703900	0	0	0	0	15827000				4018
MH0311_GL0034241	20	2	11.718	986530000	22468000	34513000	117400000	0	86951000	122710000	0	129280000	93273000	99388000	30675000	48943000	129260000	71672000				4019
MH0311_GL0057410	12	0	1.9221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				4020
MH0313_GL0014846	9	0	11.78	116760000	15382000	18970000	0	19729000	0	0	15205000	0	7776300	0	0	31164000	0	8530800				4021
MH0313_GL0029783	13	1	3.9508	342880000	0	7340600	41604000	0	73935000	65946000	0	48268000	0	36817000	11278000	11370000	46317000	0				4022
MH0313_GL0030464;V1.UC47-4_GL0071329;MH0260_GL0036717;O2.CD3-0-PT_GL0162492;T2D-13A_GL0019457;MH0439_GL0041193;O2.CD3-0-PT_GL0044002;O2.CD1-0_GL0168757;MH0253_GL0040733;MH0156_GL0032333;O2.UC44-1_GL0028172;MH0178_GL0092937;MH0011_GL0035629;MH0006_GL0170436;T2D-20A_GL0111818;MH0039_GL0055180	10	0	1.9357	210560000	25809000	0	8356900	29165000	8445900	0	29741000	12794000	49286000	8885200	0	0	7437800	30640000				4023
MH0313_GL0050750	7	2	22.863	1553300000	100240000	110500000	159630000	76375000	124860000	158780000	61112000	119290000	36315000	143010000	159350000	95250000	167430000	41114000				4024
V1.UC47-4_GL0110241;MH0313_GL0054674;MH0068_GL0051887;NLF005_GL0012006;V1.FI08_GL0103294;ED13A_GL0052552;MH0402_GL0172330;SZEY-39A_GL0023952;SZEY-74A_GL0081619;MH0239_GL0077756;MH0087_GL0034223;MH0357_GL0042582;O2.CD3-0-PT_GL0028847	5	1	2.356	553530000	37882000	75392000	30537000	37682000	28266000	21284000	31642000	24791000	37608000	23494000	90118000	89057000	20364000	5412500				4025
O2.CD3-0-PT_GL0107882;MH0313_GL0083725;MH0233_GL0030645;V1.CD3-0-PN_GL0090714;O2.UC40-2_GL0000655;MH0009_GL0058403;V1.UC47-0_GL0121402;V1.UC11-5_GL0055893;MH0389_GL0063175;MH0389_GL0088658;MH0193_GL0049922;MH0188_GL0083735;N083A_GL0017394;MH0370_GL0037693;MH0006_GL0098304	4	0	5.5638	252240000	28569000	0	0	0	0	0	26617000	25668000	65035000	20408000	23557000	0	0	62384000				4026
V1.UC47-4_GL0056643;MH0313_GL0105705;MH0069_GL0032191;O2.UC48-0_GL0270022;MH0086_GL0074888;O2.UC4-1_GL0207390;V1.CD19-0_GL0201632	2	1	1.5328	42132000	0	0	9360400	0	8527600	12513000	0	0	0	0	0	0	11730000	0				4027
MH0313_GL0109085	8	1	4.5935	196540000	17884000	0	15826000	16831000	11083000	11257000	0	18766000	28430000	25409000	20976000	19819000	10264000	0				4028
MH0314_GL0006214;MH0319_GL0176722	4	1	9.0008	104240000	15436000	12445000	0	21591000	10905000	0	18737000	14098000	0	0	0	0	0	11029000				4029
MH0314_GL0028678;MH0076_GL0048778;MH0179_GL0072360;O2.UC8-0_GL0056249;V1.CD15-3_GL0116800	19	0	-2	89904000	6813300	0	0	5851100	5261900	15683000	7713800	10559000	0	6119000	14129000	9667600	8106000	0	+			4030
MH0314_GL0115240	4	1	2.4166	51327000	0	4414800	0	8817400	9943700	0	13096000	9106600	0	0	5948400	0	0	0				4031
MH0314_GL0116822;MH0407_GL0010779;MH0265_GL0079486;MH0386_GL0053213;MH0006_GL0030952;MH0337_GL0006608	9	1	1.8656	572720000	0	79126000	76260000	117170000	71073000	60997000	84642000	72167000	0	0	0	0	11285000	0				4032
MH0361_GL0135770;MH0314_GL0153020;O2.UC24-1_GL0164470;MH0006_GL0171403;762982.HMPREF9442_02846	2	1	1.6521	194520000	13380000	10964000	17008000	13636000	17497000	16334000	7405500	12734000	11900000	15213000	14169000	20039000	12872000	11362000				4033
V1.CD4-0-PN_GL0033433;MH0315_GL0071425;T2D-17A_GL0001954	2	2	7.573	174860000	12051000	8571500	11743000	7365800	6457000	7762000	13692000	18761000	20567000	20402000	11247000	8916800	17049000	10275000				4034
MH0315_GL0098426;MH0030_GL0015917;SZEY-41A_GL0049898;O2.CD3-0-PT_GL0107880;MH0313_GL0147121;MH0253_GL0089937;MH0109_GL0010219;MH0440_GL0158854;MH0262_GL0103461;MH0188_GL0193233;MH0005_GL0023087;MH0233_GL0030643	4	2	5.6734	255460000	18740000	28210000	14033000	13959000	15150000	18293000	17686000	18050000	7952800	11674000	50683000	28007000	13025000	0				4035
MH0316_GL0035610	4	4	13.569	734930000	4140300	14937000	125950000	4897400	122270000	110720000	5154600	123650000	4457400	112600000	3647300	7296800	95208000	0				4036
MH0316_GL0083336;N039A_GL0026908;MH0221_GL0029567;MH0333_GL0130846;MH0233_GL0045277;MH0262_GL0014187;MH0197_GL0028020;MH0275_GL0051774;BGI-27A_GL0075460;MH0343_GL0005090;MH0252_GL0150054;MH0433_GL0190450;V1.FI04_GL0054536;MH0011_GL0035122;MH0239_GL0038841;MH0382_GL0123937;MH0382_GL0154084;V1.FI14_GL0005333;MH0382_GL0085213;V1.UC17-2_GL0145833;MH0347_GL0104993;MH0203_GL0254545;MH0143_GL0100030;MH0390_GL0000096	9	0	31.661	3520700000	188930000	234410000	377440000	130730000	207570000	311950000	209260000	333190000	252630000	336050000	241720000	247470000	276700000	172620000				4037
MH0316_GL0093395;MH0389_GL0169520	3	2	13.145	662490000	37361000	48654000	47688000	29315000	44059000	43945000	42589000	32840000	63610000	48592000	55891000	63523000	36391000	68037000				4038
MH0316_GL0110824;V1.CD42-0_GL0110578	5	1	20.721	296820000	0	50155000	12734000	11687000	14946000	11082000	23949000	11548000	10513000	8427000	62963000	62269000	16551000	0				4039
MH0316_GL0132717;MH0128_GL0041579;V1.CD6-0-PT_GL0232213	10	8	56.889	460710000	3793600	14488000	60900000	5859400	117600000	42716000	0	43318000	19976000	69209000	4508900	0	53609000	24728000				4040
MH0316_GL0201122;MH0088_GL0111846;MH0433_GL0245848	4	4	9.1302	705050000	0	33493000	100480000	0	132270000	109250000	0	96806000	4043500	69548000	40065000	61351000	53946000	3792400				4041
MH0316_GL0208282;O2.UC15-1_GL0050434;O2.UC17-2_GL0050053;O2.UC40-1_GL0249121;T2D-91A_GL0071202;MH0149_GL0020438;O2.UC22-1_GL0135870;MH0089_GL0063847;O2.UC35-0_GL0139390;MH0149_GL0135193;MH0457_GL0299006;MH0362_GL0041773;MH0372_GL0113732;MH0368_GL0092917;O2.UC15-0_GL0083642;717962.CC1_20380;V1.CD10-0_GL0011625;MH0308_GL0066036;MH0086_GL0105079;MH0422_GL0188911;NLF013_GL0042687;O2.UC40-1_GL0104423;MH0336_GL0025542;O2.CD2-0-PT_GL0011030;MH0402_GL0018522;MH0257_GL0190854;MH0419_GL0128309	6	0	6.0696	330140000	0	11522000	50726000	14311000	43100000	49147000	0	50895000	0	43348000	0	15704000	51381000	0				4042
MH0318_GL0136669;MH0318_GL0164728;O2.UC24-2_GL0129207;V1.FI05_GL0026056;MH0318_GL0012595	3	0	-2	135670000	0	17481000	26865000	0	18792000	24663000	0	15105000	0	21739000	0	11023000	0	0	+			4043
MH0318_GL0140812;MH0096_GL0113273;V1.FI05_GL0044824;MH0188_GL0130924;T2D-83A_GL0045096;MH0372_GL0035324;MH0008_GL0016229;550694.ERIG_01243;469595.CSAG_01855;388919.SSA_0525;V1.FI05_GL0001029;T2D-31A_GL0007289;MH0382_GL0075435;V1.UC38-4_GL0039183;888048.HMPREF8577_0384;MH0308_GL0052804;V1.UC26-4_GL0006663;MH0206_GL0120517;MH0329_GL0124169;MH0260_GL0088303;SZEY-73A_GL0012859;O2.UC48-0_GL0026627;DLM013_GL0065453;V1.CD54-0_GL0139557;MH0318_GL0189116;MH0398_GL0063820;V1.FI17_GL0177493;V1.CD37-4_GL0037087	2	0	6.4619	113290000	7855600	6059300	7760700	10949000	7758400	7936000	7736100	8737500	9033600	8244300	7360100	7655500	6320800	9881500				4044
MH0318_GL0221786	33	0	15.537	796300000	33071000	92920000	58306000	33455000	81302000	53582000	36571000	39137000	40839000	34396000	111520000	107640000	46239000	27328000				4045
V1.UC38-4_GL0151413;MH0318_GL0243290;T2D-91A_GL0012917;V1.UC11-5_GL0176935	1	1	4.7003	687740000	20282000	151150000	39664000	28615000	26300000	34030000	16643000	24190000	18608000	35927000	95508000	155080000	24329000	17415000				4046
MH0319_GL0010976	1	1	1.9553	77763000	0	0	0	0	41941000	0	0	12511000	0	10160000	0	0	13151000	0				4047
MH0321_GL0021923;V1.CD19-0_GL0000437;V1.FI29_GL0048166;V1.CD30-0_GL0017012;ED9A_GL0107636;O2.UC12-1_GL0083336;BGI-28A_GL0078411;O2.UC3-2_GL0036718;V1.UC61-0_GL0106584;V1.FI32_GL0196997;MH0043_GL0032663;O2.UC6-1_GL0073825;N088A_GL0067970;MH0028_GL0032223;MH0189_GL0115165;DOM022_GL0058258;MH0356_GL0026476;MH0385_GL0117212;MH0163_GL0011013;MH0131_GL0033325;MH0002_GL0072105;MH0419_GL0123480;V1.CD3-0-PN_GL0044982;MH0193_GL0115533;MH0100_GL0150903;O2.UC17-2_GL0094339;DLF013_GL0030242;MH0437_GL0191642;MH0288_GL0192934;MH0362_GL0146899;MH0143_GL0100201;MH0416_GL0070161;T2D-140A_GL0054897;MH0191_GL0187205;V1.FI24_GL0105686;MH0377_GL0098311;MH0211_GL0130704;MH0074_GL0056718;MH0006_GL0106226;MH0098_GL0106753;MH0220_GL0087380;MH0111_GL0106868;MH0124_GL0123645;V1.CD38-0_GL0022424;MH0100_GL0145749;MH0212_GL0111143;MH0124_GL0007921;MH0012_GL0056496;MH0006_GL0125003;MH0389_GL0011853;MH0012_GL0136594;MH0385_GL0066641;MH0050_GL0041960;DLM009_GL0004065;NLF007_GL0110817;MH0341_GL0054772;MH0229_GL0027853	7	1	20.349	2027500000	79759000	135630000	191400000	57244000	207480000	216380000	76292000	264650000	20056000	205280000	161940000	117800000	271700000	21890000				4048
MH0321_GL0050718	2	0	3.6091	30656000	0	7653800	0	0	0	0	12323000	0	10680000	0	0	0	0	0				4049
MH0321_GL0063060;NLM032_GL0119408	8	0	1.6715	207950000	0	18394000	0	8940600	31530000	9555600	8699100	19785000	10596000	26903000	13047000	13836000	38621000	8045700				4050
MH0321_GL0063694;V1.UC41-0_GL0010051;V1.UC26-0_GL0140811;T2D-135A_GL0047482;T2D-110A_GL0100567;O2.UC1-1_GL0124736;NOM023_GL0042957;NOF013_GL0063182;NOF010_GL0047281;MH0415_GL0033451;MH0407_GL0166983;MH0407_GL0159581;MH0333_GL0131582;MH0314_GL0076052;MH0298_GL0040904;MH0243_GL0089023;MH0238_GL0000529;MH0187_GL0088991;MH0143_GL0020126;MH0126_GL0075480;MH0113_GL0009192;MH0101_GL0016785;MH0070_GL0069253;MH0069_GL0089702;MH0026_GL0028812;MH0012_GL0189338;MH0011_GL0034585;MH0010_GL0003744;MH0005_GL0023677;MH0003_GL0050204;MH0003_GL0022151;MH0003_GL0017836;MH0002_GL0059824;MH0418_GL0031176;V1.CD16-0_GL0054619	2	2	5.5931	200210000	10975000	2982800	25516000	9494400	20122000	19125000	12016000	20877000	9312000	22539000	10127000	0	23596000	13532000				4051
MH0321_GL0071733	1	1	2.8061	44531000	5658000	0	0	12009000	0	0	4705000	0	8889600	0	0	4903400	0	8365900				4052
MH0321_GL0083392;O2.UC19-2_GL0106963	4	3	10.853	570140000	82532000	31877000	28238000	56255000	1147300	17265000	75316000	22368000	51720000	33618000	86971000	34213000	14474000	34150000				4053
O2.UC32-2_GL0138445;V1.UC38-0_GL0083110;V1.CD2-0-PT_GL0066356;T2D-97A_GL0150661;T2D-140A_GL0060879;O2.CD3-0-PT_GL0104730;N037A_GL0058465;MH0448_GL0012163;MH0430_GL0163455;MH0334_GL0018104;MH0332_GL0097145;MH0321_GL0136695;V1.UC31-0_GL0022795	2	2	5.9132	361820000	56924000	20866000	26238000	38029000	31313000	25049000	44374000	23393000	7068200	20337000	18791000	24588000	18089000	6759700				4054
MH0321_GL0141889	1	1	2.3764	141870000	9492200	4925800	29462000	0	28344000	0	0	17025000	0	22415000	10048000	0	17688000	2473200				4055
MH0322_GL0022535;V1.UC47-4_GL0058749;V1.CD55-0_GL0229842;V1.UC55-0_GL0220678;MH0159_GL0080900	4	0	14.549	146640000	13781000	18034000	23017000	0	12041000	11080000	17350000	8961300	16145000	0	0	12617000	13613000	0				4056
MH0322_GL0083309	8	1	7.0468	171570000	16543000	41292000	0	17900000	0	0	9052900	0	13179000	0	9993400	44275000	0	19336000				4057
MH0322_GL0136267;MH0157_GL0013536;V1.FI36_GL0252069;V1.UC45-0_GL0120454;MH0152_GL0044878;MH0230_GL0128281;MH0097_GL0020620;MH0025_GL0022988;MH0003_GL0066745;MH0013_GL0002634	3	2	2.6312	214310000	14152000	28137000	62080000	15174000	0	24096000	12898000	17198000	6467800	0	14083000	14445000	0	5584200				4058
MH0322_GL0141255	11	11	175.61	24585000000	315010000	486990000	4155800000	227440000	3685200000	3686100000	318920000	3393600000	5643700	3715900000	567960000	523510000	3498100000	5303700				4059
V1.FI17_GL0055321;MH0322_GL0142895;MH0309_GL0045067;V1.FI17_GL0184845;O2.UC38-1_GL0111000;MH0217_GL0065193;V1.FI17_GL0191304	4	1	3.1133	37609000	0	0	0	0	3051000	0	0	0	16485000	0	2565300	0	0	15508000				4060
MH0322_GL0150029;MH0100_GL0101649;MH0330_GL0093022;MH0098_GL0066620;V1.UC11-5_GL0077475;DOM013_GL0007910;V1.UC30-0_GL0073195;V1.FI34_GL0039778;V1.CD31-0_GL0114328;T2D-70A_GL0085393;T2D-31A_GL0055517;O2.UC48-0_GL0302346;O2.UC47-2_GL0029570;O2.UC36-2_GL0068867;O2.UC36-0_GL0075768;O2.UC20-1_GL0043084;O2.UC13-1_GL0074114;O2.CD3-0-PT_GL0195094;MH0424_GL0089848;MH0377_GL0090135;MH0373_GL0075561;MH0288_GL0018040;MH0270_GL0113320;MH0260_GL0084187;MH0246_GL0068389;MH0211_GL0049692;MH0205_GL0089013;MH0188_GL0037246;MH0110_GL0036384;MH0092_GL0007332;MH0086_GL0083722;MH0031_GL0003266;MH0009_GL0068373;MH0009_GL0049397;DLM013_GL0077596;V1.CD3-0-PN_GL0131395;MH0204_GL0025005;MH0193_GL0102621;MH0143_GL0101506;MH0053_GL0037226;MH0035_GL0050291;MH0006_GL0199331;V1.UC58-0_GL0007583;MH0436_GL0176184;MH0193_GL0103012;MH0149_GL0130012;V1.UC57-0_GL0219676;V1.FI09_GL0136056;T2D-133A_GL0078403;V1.FI18_GL0117316;T2D-132A_GL0028784;O2.UC8-2_GL0187213;O2.UC50-2_GL0059346;O2.UC48-1_GL0146523;DOF007_GL0031684;MH0120_GL0013385;MH0069_GL0017697;MH0125_GL0084918;MH0212_GL0161861;V1.CD29-0_GL0022201;O2.CD1-0-PT_GL0084420;MH0370_GL0088554;MH0195_GL0008983;DLM006_GL0038845;NLF007_GL0105206;MH0418_GL0168506;V1.UC16-0_GL0046368;T2D-62A_GL0058758;O2.UC32-1_GL0017114;MH0389_GL0063172;MH0006_GL0147172;DOM012_GL0017102;V1.CD54-0_GL0084919;MH0357_GL0048727;MH0346_GL0097889;MH0143_GL0122568;MH0012_GL0173605;585501.HMPREF6123_0140;V1.UC42-0_GL0059494;V1.UC25-1_GL0069566;N026A_GL0026507	8	0	4.5209	27826000	6465600	0	0	0	0	0	0	0	0	10094000	0	0	11267000	0				4061
MH0325_GL0059915;MH0366_GL0046971;V1.FI14_GL0038562;MH0362_GL0116678;MH0252_GL0055260;N022A_GL0034988;MH0250_GL0196277;MH0268_GL0156715	4	4	11.139	632750000	21431000	27462000	82825000	42530000	73840000	54893000	19564000	71512000	40414000	35515000	21039000	28454000	36579000	76691000				4062
MH0325_GL0070252;V1.UC38-0_GL0141305	4	4	134.18	1314700000	9279500	40090000	161030000	37858000	160060000	148680000	13487000	126230000	73664000	129420000	49583000	39715000	155990000	169570000				4063
MH0326_GL0078464;NLM015_GL0031686;MH0407_GL0042760;MH0047_GL0009618;MH0265_GL0097986;667015.Bacsa_0806;MH0435_GL0152879;MH0321_GL0063237;MH0314_GL0154709;MH0281_GL0134104;NOF013_GL0069676;MH0128_GL0061997;MH0012_GL0225795;V1.CD3-3-PN_GL0038169;MH0402_GL0120556;MH0309_GL0157889;MH0229_GL0168500	2	1	4.1801	102820000	4007600	0	8512900	1700600	5886500	13293000	4218400	17831000	0	16086000	1900400	10071000	15051000	4259900				4064
MH0326_GL0097281;O2.UC34-0_GL0020742;MH0143_GL0154843;MH0452_GL0100762;DOM005_GL0039658;N085A_GL0050874;MH0414_GL0051814;MH0227_GL0134712;MH0061_GL0055908;MH0025_GL0048654;V1.UC26-4_GL0018952;MH0198_GL0101531;MH0152_GL0014592;MH0093_GL0084130;MH0011_GL0016121	9	0	9.2702	279690000	26665000	20519000	26419000	13998000	13785000	21399000	22609000	19659000	8106100	23521000	33534000	29081000	20399000	0				4065
MH0326_GL0110316;MH0270_GL0097194;V1.UC47-4_GL0103257	7	1	1.5151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				4066
MH0326_GL0134424	3	1	12.24	132960000	14698000	23541000	0	16217000	0	9482400	15993000	0	0	0	14162000	20265000	0	18603000				4067
MH0413_GL0071124;MH0326_GL0173923	2	2	10.371	62901000	0	0	0	8986800	8851200	0	0	0	22036000	0	0	0	0	23027000				4068
MH0327_GL0023365;MH0275_GL0064008	27	0	18.278	2759400000	191460000	274740000	223590000	137710000	161480000	181020000	172640000	164040000	188740000	126360000	295480000	262960000	255280000	123850000				4069
MH0419_GL0193083;MH0327_GL0025578;MH0118_GL0036128;V1.UC56-0_GL0009914;V1.UC55-4_GL0219532;MH0399_GL0000392;O2.UC41-1_GL0067768;MH0251_GL0174055;MH0035_GL0070676;MH0002_GL0015357;MH0089_GL0030028;DOM003_GL0013185;MH0191_GL0128506;MH0145_GL0159150;MH0143_GL0142743;MH0126_GL0010903;MH0451_GL0071617;MH0448_GL0121661;MH0435_GL0158782;MH0156_GL0073315;MH0437_GL0115670;MH0197_GL0193854;O2.CD3-0-PT_GL0028044;V1.UC52-1_GL0214930;MH0260_GL0107881;V1.CD31-0_GL0059740;O2.UC24-2_GL0042189;O2.UC15-2_GL0030395;O2.UC40-1_GL0246918;V1.FI12_GL0131989;MH0260_GL0063300;O2.UC8-1_GL0063511;T2D-70A_GL0034149;SZEY-41A_GL0006201;V1.UC26-4_GL0089194;V1.UC26-0_GL0005757;MH0205_GL0001313;MH0086_GL0054942;O2.CD3-0-PT_GL0179391;MH0191_GL0103839;MH0122_GL0058513;V1.CD8-0-PN_GL0101271;O2.UC2-0_GL0019378;O2.UC17-2_GL0063930;O2.UC15-1_GL0017662;V1.UC26-4_GL0128838;V1.FI02_GL0085941;MH0433_GL0163019;MH0421_GL0067345;MH0403_GL0055251;MH0307_GL0059939;MH0012_GL0226121;MH0384_GL0143357;MH0247_GL0139402;MH0195_GL0100875;MH0148_GL0088685;N087A_GL0078300;MH0077_GL0024646;MH0434_GL0080299	4	0	4.0596	323490000	8924800	37694000	33648000	12542000	37711000	35995000	10479000	27941000	0	29833000	29424000	29694000	29600000	0				4070
MH0327_GL0034040;V1.UC11-5_GL0115823;NOM009_GL0071837	27	0	1.9413	119520000	0	15537000	10422000	0	9517300	10465000	0	11476000	16524000	0	15861000	18422000	0	11292000				4071
